image_name,question,answer
348f1e29.jpg,What word is printed on the case?,ALONE
348f1e29.jpg,What color are the leaves on the trees?,Green
348f1e29.jpg,What shape are the rails?,Straight
348f1e29.jpg,What is the primary color of the phone case's border?,White
bc6c90f0.jpg,What shape are the depicted objects?,Cylindrical
bc6c90f0.jpg,How many camera lenses are visible?,1
bc6c90f0.jpg,What color predominates?,Green
bc6c90f0.jpg,Is the flash above or below the camera lens?,Below
bc6c90f0.jpg,What type of device is shown?,Phone
6d6a9bcb.jpg,What color are the prominent flowers?,Red
6d6a9bcb.jpg,How many camera lenses are visible?,1
6d6a9bcb.jpg,What shape is the phone case?,Rectangular
6d6a9bcb.jpg,Is the background light or dark?,Dark
6d6a9bcb.jpg,What is the dominant floral type?,Roses
3ddde0b7.jpg,How many finials are visible on the fence section?,5
3ddde0b7.jpg,What shape are the top sections of the fence?,Arched
3ddde0b7.jpg,What material does the fence appear to be made of?,Metal
3ddde0b7.jpg,Are there more or fewer than 10 vertical bars on the fence section?,Fewer
3ddde0b7.jpg,What is the dominant color of the fence?,Black
36a51d54.jpg,How many camera lenses are visible?,1
36a51d54.jpg,What shape is the phone case?,Rectangular
36a51d54.jpg,Is the pattern abstract or geometric?,Abstract
36a51d54.jpg,What color is most prominent?,Orange
36a51d54.jpg,Where is the speaker located?,Top
197aa6c0.jpg,What shape are the eyes?,Circular
197aa6c0.jpg,How many eyes are visible?,2
197aa6c0.jpg,What color is the background?,Blue
197aa6c0.jpg,What shape is the phone case?,Rectangular
197aa6c0.jpg,What expression does the face convey?,Happy
68b38c8f.jpg,What color are these shoes?,Black
68b38c8f.jpg,How many shoes are shown?,1
68b38c8f.jpg,What shape is the toe?,Pointed
68b38c8f.jpg,Are these heels high or low?,Low
68b38c8f.jpg,What material do these shoes appear to be made of?,Suede
322706d5.jpg,What color are the roses?,Red
322706d5.jpg,How many roses are depicted?,2
322706d5.jpg,What shape is the camera cutout?,Circular
322706d5.jpg,What is the dominant background color?,Red
322706d5.jpg,Is the case rectangular?,Yes
37bfcf66.jpg,What color is the background of the phone case?,Pink
37bfcf66.jpg,How many lipsticks are visible?,2
37bfcf66.jpg,What shape is the compact?,Square
37bfcf66.jpg,"What word is written above ""Queen""?",Makeup
37bfcf66.jpg,What object is below the lipstick and to the right of the compact?,Blush
f8404275.jpg,How many colors of metal are visible?,3
f8404275.jpg,What shape are the beads?,Round
f8404275.jpg,What is the bracelet's primary material?,Gold
f8404275.jpg,Is the clasp rectangular?,Yes
f8404275.jpg,What pattern is on the beads?,Textured
e87d0386.jpg,What color is the adapter?,White
e87d0386.jpg,How many ports are visible on the large square section?,3
e87d0386.jpg,What shape is the main body of the adapter?,Square
e87d0386.jpg,What brand is printed on the adapter?,AmazonBasics
e87d0386.jpg,Is the cable straight or coiled?,Curved
2954bd97.jpg,What shape is the camera cutout?,Oval
2954bd97.jpg,What color is the background?,Black
2954bd97.jpg,How many camera cutouts are visible?,1
2954bd97.jpg,What shape are the repeated design elements?,Stars
2954bd97.jpg,Is the case patterned or plain?,Patterned
a0845cab.jpg,How many lightbulbs are shown?,16
a0845cab.jpg,What shape are the bulbs?,Round
a0845cab.jpg,What color are the bulbs?,White
a0845cab.jpg,What is the base material of the bulbs?,Metal
a0845cab.jpg,Are the bulbs frosted or clear?,Frosted
5e3803c3.jpg,What shape are the balloons?,Heart
5e3803c3.jpg,How many people are pictured?,2
5e3803c3.jpg,What color is the bucket?,Brown
5e3803c3.jpg,What color is the background of the case?,Black
5e3803c3.jpg,What is the primary color of the depicted balloons?,Pink
a25e8138.jpg,How many frames are visible?,2
a25e8138.jpg,What color is the phone booth?,Red
a25e8138.jpg,What shape are the frames?,Rectangle
a25e8138.jpg,What color are the frames?,Brown
a25e8138.jpg,Are the frames vertical or horizontal?,Vertical
27e343ad.jpg,How many digits are on the keypad?,10
27e343ad.jpg,What shape is the thumb-turn?,Oval
27e343ad.jpg,Silver,Metallic
27e343ad.jpg,Rectangular,Keypad
27e343ad.jpg,What is below the number 0?,Lock
5adea399.jpg,How many panels are shown?,2
5adea399.jpg,What shape are the grommets?,Circular
5adea399.jpg,What color are the curtains?,Pink
5adea399.jpg,Are the curtains patterned or solid?,Solid
5adea399.jpg,How many grommets are visible on each panel?,8
47e4e89c.jpg,How many hearts are visible?,1
47e4e89c.jpg,What shape is the yin-yang symbol?,Circular
47e4e89c.jpg,What color is the heart?,Red
47e4e89c.jpg,Rectangular or square?,Rectangular
47e4e89c.jpg,Plastic or metal?,Plastic
1314db2f.jpg,How many shelves does the cart have?,3
1314db2f.jpg,What color is the frame?,Black
1314db2f.jpg,What shape are the shelves?,Rectangular
1314db2f.jpg,What material are the wheels?,Metal
1314db2f.jpg,Is the top shelf higher than the bottom shelf?,Yes
9bf50eeb.jpg,What color is the cable?,White
9bf50eeb.jpg,How many clips are shown?,20
9bf50eeb.jpg,What shape is the coiled cable?,Circular
9bf50eeb.jpg,Is the cable straight or coiled?,Coiled
9bf50eeb.jpg,What material are the clips likely made of?,Plastic
0554bbf7.jpg,How many cameras are visible?,1
0554bbf7.jpg,What shape is the phone case?,Rectangular
0554bbf7.jpg,Which color is most prominent?,Multicolored
0554bbf7.jpg,Is the power button above or below the volume buttons?,Below
0554bbf7.jpg,"Is the pattern striped, spotted or abstract?",Abstract
6dee429d.jpg,What shape is the moon?,Crescent
6dee429d.jpg,How many people are depicted?,2
6dee429d.jpg,What color is the boy's shirt?,Blue
6dee429d.jpg,What color are the girl's stripes?,Red
6dee429d.jpg,What is the case for?,Phone
ef8add33.jpg,How many hinges are shown?,2
ef8add33.jpg,What color are the hinges?,Bronze
ef8add33.jpg,What shape are the screw holes?,Oval
ef8add33.jpg,How many screws are included?,8
ef8add33.jpg,Are the hinges metallic?,Yes
84615c2e.jpg,What color is the toe cap?,White
84615c2e.jpg,How many colors are visible on the shoe?,2
84615c2e.jpg,What shape is the toe?,Rounded
84615c2e.jpg,Are the shoes laced?,No
84615c2e.jpg,What color is the tongue of the shoe?,Black
e746bc3b.jpg,What color is the sole?,White
e746bc3b.jpg,How many eyelets are visible on each shoe?,4
e746bc3b.jpg,What shape is the toe?,Rounded
e746bc3b.jpg,What color are the laces?,Brown
e746bc3b.jpg,Are the shoes laced?,Yes
495f0bec.jpg,What color are these boots?,Black
495f0bec.jpg,How many boots are shown?,1
495f0bec.jpg,Are the heels blocky or stiletto?,Blocky
495f0bec.jpg,What shape is the toe?,Rounded
495f0bec.jpg,Is the material smooth or textured?,Textured
15bdc8c9.jpg,What shape is the phone case?,Rectangular
15bdc8c9.jpg,How many cameras are visible?,1
15bdc8c9.jpg,What color is the prominent stripe?,Grey
15bdc8c9.jpg,Is the case patterned or plain?,Patterned
15bdc8c9.jpg,What color is the background of the case?,Blue
0b7c06f5.jpg,How many front pockets are visible?,1
0b7c06f5.jpg,What color is the top handle?,Black
0b7c06f5.jpg,What shape is the backpack?,Rectangular
0b7c06f5.jpg,What color is the main body of the backpack?,Red
0b7c06f5.jpg,Are the zippers black?,Yes
075e5493.jpg,What color are the shoes?,Black
075e5493.jpg,How many shoes are shown?,1
075e5493.jpg,What shape is the toe?,Round
075e5493.jpg,Are the laces flat or round?,Flat
075e5493.jpg,Is the material textured or smooth?,Textured
4966b2ca.jpg,What letter is prominent?,H
4966b2ca.jpg,How many cameras are visible?,1
4966b2ca.jpg,What color is the design?,Gold
4966b2ca.jpg,What shape is the phone case?,Rectangular
4966b2ca.jpg,Is the background plain or patterned?,Plain
17e5c46c.jpg,What shape are the balloons?,Heart
17e5c46c.jpg,How many people are in the hot air balloon basket?,2
17e5c46c.jpg,What color is the basket?,Pink
17e5c46c.jpg,What color is the background of the phone case?,Black
17e5c46c.jpg,What is the dominant color of the splatters surrounding the basket?,Pink
f5190908.jpg,What shape are the camera and flash openings?,Oval
f5190908.jpg,How many eye sockets are visible on the skull?,2
f5190908.jpg,What color is the skull's teeth?,White
f5190908.jpg,Is the background primarily light or dark?,Dark
f5190908.jpg,What shape is the phone case?,Rectangular
76cdd347.jpg,What color is the background of the phone case?,Red
76cdd347.jpg,How many cameras are visible on the back?,1
76cdd347.jpg,What shape is the phone case?,Rectangular
76cdd347.jpg,What word is prominently displayed?,NO
76cdd347.jpg,What is at the bottom front of the case?,Speaker
ce859638.jpg,What color is the background?,Blue
ce859638.jpg,How many camera cutouts are visible?,1
ce859638.jpg,What shape is the phone case?,Rectangular
ce859638.jpg,Which arm is the figure raising?,Right
ce859638.jpg,What is the depicted character wearing on its head?,Cylinder
8e43d3a8.jpg,How many mugs are shown?,4
8e43d3a8.jpg,What color are the mugs?,Green
8e43d3a8.jpg,What shape are the handles?,Round
8e43d3a8.jpg,What vegetable inspires the mug design?,Cabbage
8e43d3a8.jpg,Are the mugs smooth or textured?,Textured
c1558e7c.jpg,What letter is prominent on the case?,Q
c1558e7c.jpg,How many camera lenses are visible?,3
c1558e7c.jpg,What color is the letter?,Black
c1558e7c.jpg,Is the case rectangular or circular?,Rectangular
c1558e7c.jpg,What material does the patch resemble?,Denim
8f174873.jpg,What shape is the bulb?,Round
8f174873.jpg,How many bulbs are shown?,1
8f174873.jpg,What color is the base?,Silver
8f174873.jpg,Is the bulb's surface smooth or textured?,Smooth
8f174873.jpg,What is the bulb's brand?,AmazonBasics
1fe197a3.jpg,What color is the cat tree?,Beige
1fe197a3.jpg,How many platforms does the cat tree have?,3
1fe197a3.jpg,What shape is the top platform?,Square
1fe197a3.jpg,Is the ramp slanted or horizontal?,Slanted
1fe197a3.jpg,What is the enclosed area on the second level called?,Cave
b427b82d.jpg,What shape is the frame?,Rectangular
b427b82d.jpg,How many leaves are depicted in the sample photo?,3
b427b82d.jpg,What color are the depicted leaves?,Green
b427b82d.jpg,What material does the frame appear to be made of?,Wood
b427b82d.jpg,Is the matting inside the frame textured?,Yes
e1a916a3.jpg,What color are the shoelaces?,Blue
e1a916a3.jpg,How many shoes are shown?,1
e1a916a3.jpg,What shape is the white logo?,Triangle
e1a916a3.jpg,What color is the sole?,Grey
e1a916a3.jpg,Are the shoes patterned?,Yes
2aa9835f.jpg,What shape are the filters?,Square
2aa9835f.jpg,How many filters are shown?,6
2aa9835f.jpg,What color is the filter frame?,White
2aa9835f.jpg,What pattern covers the filter material?,Crisscross
2aa9835f.jpg,What is the depth of the filters in inches?,1
f3666428.jpg,What color is the dog?,Black
f3666428.jpg,How many camera lenses are visible?,1
f3666428.jpg,What shape is the phone case?,Rectangular
f3666428.jpg,Is the dog's fur wet or dry?,Wet
f3666428.jpg,What logo is on the back of the phone?,Apple
58d31a15.jpg,What letter is prominent on the case?,D
58d31a15.jpg,How many camera lenses are visible?,3
58d31a15.jpg,What color is the ornate design?,Gold
58d31a15.jpg,Rectangular or square?,Rectangular
58d31a15.jpg,Is the background light or dark?,Dark
ba2d90ec.jpg,How many legs does the chair have?,4
ba2d90ec.jpg,What shape is the seat?,Curved
ba2d90ec.jpg,What color is the chair?,Gray
ba2d90ec.jpg,Is the back of the chair straight or curved?,Curved
ba2d90ec.jpg,Are the chair legs straight or angled?,Angled
ee990c7f.jpg,How many mermaids are depicted?,1
ee990c7f.jpg,What shape is the phone case?,Rectangular
ee990c7f.jpg,What color is the mermaid's tail?,Gold
ee990c7f.jpg,What time is displayed on the screen?,8:16
ee990c7f.jpg,What is the primary color of the ocean?,Green
f3816b97.jpg,How many hooks are there?,5
f3816b97.jpg,What shape is the backing?,Rectangular
f3816b97.jpg,Are the hooks metal or plastic?,Metal
f3816b97.jpg,What color are the hooks?,Dark
f3816b97.jpg,Is the mounting board horizontal or vertical?,Horizontal
61446c45.jpg,What shape is the bulb?,Cylindrical
61446c45.jpg,How many bulbs are shown?,1
61446c45.jpg,What color is the bulb?,White
61446c45.jpg,What material are the end-caps?,Metal
61446c45.jpg,Are the ends pointed or flat?,Flat
5e6b23ec.jpg,What shape is the lampshade?,Cylindrical
5e6b23ec.jpg,How many acrylic ball accents are visible?,2
5e6b23ec.jpg,What color is the lampshade?,White
5e6b23ec.jpg,What is the lamp's base material?,Metal
5e6b23ec.jpg,What is the lamp's primary function?,Illumination
25fb8cd3.jpg,How many wooden supports are there?,2
25fb8cd3.jpg,What shape are the individual bottle holders?,Diamond
25fb8cd3.jpg,What color is the metal frame?,Black
25fb8cd3.jpg,Are the wooden supports cylindrical or rectangular?,Cylindrical
25fb8cd3.jpg,How many wine bottles can this rack hold?,4
4a50c1e8.jpg,How many camera lenses are visible?,1
4a50c1e8.jpg,Rectangular,Shape
4a50c1e8.jpg,What color is the bottom accent?,Orange
4a50c1e8.jpg,Abstract,Pattern
4a50c1e8.jpg,Top,Position
c47c63c5.jpg,What shape is the phone case?,Rectangular
c47c63c5.jpg,How many camera lenses are visible?,1
c47c63c5.jpg,What color is the majority of the case's design?,Beige
c47c63c5.jpg,Are the pages depicted open or closed?,Open
c47c63c5.jpg,What object is depicted on the case?,Books
69f67283.jpg,What letter is prominent?,M
69f67283.jpg,How many camera cutouts are visible?,3
69f67283.jpg,What color is the letter?,Gold
69f67283.jpg,What shape is the phone case?,Rectangular
69f67283.jpg,What color dominates the background?,Blue
3574d2f1.jpg,What color is the heel?,Gold
3574d2f1.jpg,How many shoes are shown?,1
3574d2f1.jpg,What shape is the toe?,Almond
3574d2f1.jpg,Are the shoes patterned?,Yes
3574d2f1.jpg,What type of closure do the shoes have?,Laces
07bf4dea.jpg,What shape is the phone case?,Rectangular
07bf4dea.jpg,How many words are engraved?,2
07bf4dea.jpg,What color is the case?,Brown
07bf4dea.jpg,"Is the ""Girl Boss"" design painted or engraved?",Engraved
07bf4dea.jpg,What material does the case resemble?,Wood
f1a1e3c3.jpg,What color is the toe cap?,Red
f1a1e3c3.jpg,How many shoes are visible?,1
f1a1e3c3.jpg,What shape is the toe?,Pointed
f1a1e3c3.jpg,What is the main color of the shoe?,Pink
f1a1e3c3.jpg,Is the heel high or low?,Low
6fbc6c20.jpg,What shape is the pot?,Square
6fbc6c20.jpg,How many screws are visible?,2
6fbc6c20.jpg,What color is the frame?,Copper
6fbc6c20.jpg,Is the pot hanging?,Yes
6fbc6c20.jpg,What color is the pot?,Gray
31327e64.jpg,How many cards are visible?,3
31327e64.jpg,What color is the cardholder?,Yellow
31327e64.jpg,Rectangular or square?,Rectangular
31327e64.jpg,Textured or smooth?,Textured
31327e64.jpg,What is the brand?,Cono
15de9fb0.jpg,What shape is the knob?,Circular
15de9fb0.jpg,How many screws are included?,2
15de9fb0.jpg,What color is the hardware?,Silver
15de9fb0.jpg,Is the knob's edge smooth or textured?,Textured
15de9fb0.jpg,What is the knob's likely function?,Pulling
27b46b47.jpg,How many batteries are shown?,4
27b46b47.jpg,What shape are these batteries?,Cylindrical
27b46b47.jpg,What color is the top of the batteries?,Orange
27b46b47.jpg,What size are these batteries?,AAA
27b46b47.jpg,What brand are these batteries?,Amazonbasics
07380919.jpg,What shape are the main stones?,Round
07380919.jpg,How many prongs hold each main stone?,4
07380919.jpg,What color is the bracelet?,Silver
07380919.jpg,Is the surface of the bracelet smooth or textured?,Textured
07380919.jpg,What shape are the metal settings between the round stones?,X
8be43bac.jpg,What shape is the canopy?,Rectangular
8be43bac.jpg,How many legs are visible?,4
8be43bac.jpg,What color are the poles?,White
8be43bac.jpg,Is the canopy patterned or plain?,Plain
8be43bac.jpg,What is the canopy's primary color?,Gray
430a53c5.jpg,What is the dominant color on the phone case?,Orange
430a53c5.jpg,How many camera lenses are visible?,2
430a53c5.jpg,Is the pattern abstract or geometric?,Abstract
430a53c5.jpg,Rectangular or square is the overall shape?,Rectangular
430a53c5.jpg,What shape is the camera flash?,Oval
3f20f714.jpg,What is the brand of this salsa?,365
3f20f714.jpg,What color is the lid?,Black
3f20f714.jpg,Is the salsa chunky or smooth?,Chunky
3f20f714.jpg,What shape is the container?,Rectangular
3f20f714.jpg,How many ounces does this container hold?,38
5bb7e1ec.jpg,What shape is the ball?,Round
5bb7e1ec.jpg,How many black stripes are there?,2
5bb7e1ec.jpg,What color is the prominent camouflage pattern?,Blue
5bb7e1ec.jpg,What word is printed on the black stripe?,SOLIMO
5bb7e1ec.jpg,Is the pattern spotted?,Yes
a160a4ec.jpg,How many people are pictured on the case?,2
a160a4ec.jpg,What shape is the phone case?,Rectangular
a160a4ec.jpg,What color is the boy's hat?,Blue
a160a4ec.jpg,What is the girl wearing?,Dress
a160a4ec.jpg,What color is predominantly in the background?,Green
c7899ef7.jpg,What shape is the main stone?,Round
c7899ef7.jpg,How many earrings are shown?,2
c7899ef7.jpg,What color is the metal?,Silver
c7899ef7.jpg,What is the setting style of the diamonds?,Bezel
c7899ef7.jpg,What shape are the earrings overall?,Round
b34861d4.jpg,What shape is this fitted sheet?,Rectangular
b34861d4.jpg,How many corners are visible?,2
b34861d4.jpg,What color is the sheet?,Cream
b34861d4.jpg,Is the surface smooth or rough?,Smooth
b34861d4.jpg,Is the sheet folded or unfolded?,Unfolded
d75116fc.jpg,How many camera lenses are visible?,2
d75116fc.jpg,What shape is the phone case?,Rectangular
d75116fc.jpg,What color dominates the top half?,Orange
d75116fc.jpg,"Is the pattern striped, dotted, or abstract?",Abstract
d75116fc.jpg,What is the position of the flash relative to the camera lenses?,Right
9a356750.jpg,What color is the bench?,Black
9a356750.jpg,How many legs does the bench have?,4
9a356750.jpg,What shape is the bench's seat?,Rectangular
9a356750.jpg,Is the bench's surface smooth or textured?,Smooth
9a356750.jpg,What is the bench's primary material?,Metal
0393a1ee.jpg,What letter is prominent?,U
0393a1ee.jpg,How many camera lenses are visible?,1
0393a1ee.jpg,What color is the design?,Gold
0393a1ee.jpg,Is the background light or dark?,Dark
0393a1ee.jpg,What shape is the phone case?,Rectangular
892ce0a1.jpg,What is the brand?,365
892ce0a1.jpg,What shape is the jar?,Cylindrical
892ce0a1.jpg,How many ounces are in the jar?,16
892ce0a1.jpg,Is the salsa chunky?,Yes
892ce0a1.jpg,What color is the lid?,Gold
8f37724a.jpg,How many table lamps are included in the set?,2
8f37724a.jpg,What is the shape of the base of the floor lamp?,Round
8f37724a.jpg,What color are the lampshades?,Beige
8f37724a.jpg,What is the material of the lamp bases?,Metal
8f37724a.jpg,What is the shape of the lampshades?,Bell
8a88e617.jpg,What color is the Vedaka logo?,Red
8a88e617.jpg,What shape is the serving spoon?,Oval
8a88e617.jpg,How many servings are shown?,2
8a88e617.jpg,What is the primary color of the product?,White
8a88e617.jpg,Is the bag transparent?,No
9d3d4a97.jpg,What shape is the tabletop?,Square
9d3d4a97.jpg,What color are the legs?,Black
9d3d4a97.jpg,How many legs does the table have?,4
9d3d4a97.jpg,What material is the tabletop made of?,Wood
9d3d4a97.jpg,Is the table's surface smooth or rough?,Smooth
f8056853.jpg,What shape is the rug?,Rectangular
f8056853.jpg,How many sofas are visible?,1
f8056853.jpg,What color is the dominant pattern on the rug?,Gray
f8056853.jpg,Is the rug patterned or plain?,Patterned
f8056853.jpg,What is the rug placed on?,Floor
af48ee50.jpg,What shape is the phone case?,Rectangular
af48ee50.jpg,How many camera lenses are visible?,1
af48ee50.jpg,Which color is most prominent on the bottom half?,Red
af48ee50.jpg,Is the pattern abstract or geometric?,Abstract
af48ee50.jpg,What is the approximate position of the flash?,Right
24796fa1.jpg,What color are the cat's eyes?,Pink
24796fa1.jpg,How many cats are depicted?,1
24796fa1.jpg,What shape are the cat's ears?,Triangular
24796fa1.jpg,What color is the background?,Pink
24796fa1.jpg,Is the cat sitting or standing?,Sitting
31419948.jpg,What shape is the mirror?,Rectangular
31419948.jpg,How many frames are visible?,1
31419948.jpg,What material is the frame?,Wood
31419948.jpg,Is the frame's surface smooth or rough?,Rough
31419948.jpg,What color is the frame?,Brown
3a5d85ba.jpg,What shape is the phone case?,Rectangular
3a5d85ba.jpg,How many cameras are visible?,1
3a5d85ba.jpg,What color dominates the case's pattern?,Teal
3a5d85ba.jpg,Are the stripes horizontal or vertical?,Diagonal
3a5d85ba.jpg,What type of product is shown?,Case
a9e85a8d.jpg,What shape is the camera cutout?,Pill
a9e85a8d.jpg,How many words are printed on the case?,One
a9e85a8d.jpg,What color are the leaves on the trees?,Green
a9e85a8d.jpg,What is depicted on the case?,Tracks
a9e85a8d.jpg,"Is the word ""ALONE"" above or below the tracks?",Below
900bfda8.jpg,What color is the dominant background of the phone case?,Pink
900bfda8.jpg,How many words are printed on the case?,2
900bfda8.jpg,What shape is the camera cutout?,Oval
900bfda8.jpg,Is the pattern on the case striped or dotted?,Striped
900bfda8.jpg,What is at the bottom center of the case?,Logo
4d025d5d.jpg,What shape is the phone case?,Rectangular
4d025d5d.jpg,How many camera lenses are visible?,1
4d025d5d.jpg,What color is the simulated material?,Brown
4d025d5d.jpg,Is the case's edge clear or opaque?,Clear
4d025d5d.jpg,What pattern is depicted on the case?,Wood
58a43135.jpg,What shape is the phone case?,Rectangular
58a43135.jpg,How many words are engraved?,2
58a43135.jpg,What color is the prominent design?,Brown
58a43135.jpg,Is the design engraved or printed?,Engraved
58a43135.jpg,What material does the case resemble?,Wood
8f07eac7.jpg,What shape is the central graphic?,Heart
8f07eac7.jpg,How many camera lenses are visible?,3
8f07eac7.jpg,What color is the heart's outline?,White
8f07eac7.jpg,Is the background striped?,Yes
8f07eac7.jpg,What color dominates the top stripe?,Purple
05e23017.jpg,What color are the flowers?,White
05e23017.jpg,How many camera lenses are visible?,1
05e23017.jpg,What shape is the phone case?,Rectangular
05e23017.jpg,What color is the background?,Pink
05e23017.jpg,Is the pattern floral?,Yes
23a8dada.jpg,What shape is the table when fully extended?,Oval
23a8dada.jpg,How many leaves are visible?,1
23a8dada.jpg,What is the table's material?,Wood
23a8dada.jpg,Is the leaf up or down?,Up
23a8dada.jpg,How many legs does the table have?,4
bef3828e.jpg,How many cameras are visible on the back of the phone case?,1
bef3828e.jpg,What shape is the yellow area?,Rectangular
bef3828e.jpg,What is the predominant color?,Blue
bef3828e.jpg,Is the red section above or below the yellow section?,Below
bef3828e.jpg,Rectangular or circular is the camera cutout?,Oval
11507fff.jpg,What letter is prominent?,J
11507fff.jpg,How many camera lenses are visible?,3
11507fff.jpg,What shape is the phone case?,Rectangular
11507fff.jpg,What color is the letter?,Gold
11507fff.jpg,Is the case patterned?,Yes
cbce3066.jpg,What color is the headboard's fabric?,Beige
cbce3066.jpg,What shape are the headboard's sides?,Angled
cbce3066.jpg,How many wooden supports are visible at the bottom?,1
cbce3066.jpg,Is the headboard's surface smooth or textured?,Textured
cbce3066.jpg,What material are the headboard's legs?,Metal
e26e0df8.jpg,What shape is the phone case?,Rectangular
e26e0df8.jpg,How many camera lenses are visible?,1
e26e0df8.jpg,What color is the top bezel?,Gold
e26e0df8.jpg,What pattern is printed on the case?,Wood
e26e0df8.jpg,Is the case smooth or textured?,Textured
295afc25.jpg,What shape is the case?,Rectangular
295afc25.jpg,What color are the stars?,White
295afc25.jpg,How many camera cutouts are visible?,1
295afc25.jpg,What color is the background of the case?,Black
295afc25.jpg,Is the pattern scattered or striped?,Scattered
9af8f1b9.jpg,What shape is the container?,Cylindrical
9af8f1b9.jpg,How many different types of nuts are listed?,5
9af8f1b9.jpg,What is the brand of these nuts?,365
9af8f1b9.jpg,Are the nuts roasted?,Yes
9af8f1b9.jpg,What color is the container's lid?,Black
9275ca9c.jpg,What shape is the phone case?,Rectangular
9275ca9c.jpg,How many camera cutouts are visible?,1
9275ca9c.jpg,What color is the predominant water?,Blue
9275ca9c.jpg,Are the rocks smooth or rough?,Rough
9275ca9c.jpg,From what viewpoint is the beach scene depicted?,Aerial
7ec21d77.jpg,How many utensils are shown?,8
7ec21d77.jpg,What shape is the spatula?,Rectangular
7ec21d77.jpg,What color is the slotted spoon on the left?,Yellow
7ec21d77.jpg,Which utensil is green and has slots?,Spatula
7ec21d77.jpg,What color is the spoon furthest to the left?,Green
d05e4488.jpg,What shape is the phone case?,Rectangular
d05e4488.jpg,How many camera lenses are visible?,1
d05e4488.jpg,What color dominates the left side?,Yellow
d05e4488.jpg,Is the pattern abstract or geometric?,Abstract
d05e4488.jpg,What is the position of the flash relative to the camera lens?,Right
c34ecbb9.jpg,What shape is the phone case?,Rectangular
c34ecbb9.jpg,What number is depicted on the case?,1
c34ecbb9.jpg,What color is the case predominantly?,Orange
c34ecbb9.jpg,How many camera lenses are visible?,1
c34ecbb9.jpg,What is the shape of the metallic decoration?,1
798b0e9e.jpg,What shape is the pillow?,Rectangular
798b0e9e.jpg,How many main floral motifs are in the center?,3
798b0e9e.jpg,What color is the embroidery thread primarily used for the flowers?,Pink
798b0e9e.jpg,Is the edge of the pillow smooth or ruffled?,Ruffled
798b0e9e.jpg,What color is the main fabric of the pillow?,White
e21c7867.jpg,How many camera lenses are visible?,3
e21c7867.jpg,What shape is the phone case?,Rectangular
e21c7867.jpg,What color is the prominent text?,Black
e21c7867.jpg,Is the background pattern floral?,Yes
e21c7867.jpg,"What word is printed above ""Girl""?",Super
6f089bcf.jpg,How many legs does the table have?,4
6f089bcf.jpg,What shape is the tabletop?,Semicircle
6f089bcf.jpg,What color is the table?,Brown
6f089bcf.jpg,Is the table's surface smooth or rough?,Smooth
6f089bcf.jpg,What material is the table made of?,Wood
f525dd46.jpg,What shape are the repeated motifs?,Circular
f525dd46.jpg,How many camera cutouts are visible?,1
f525dd46.jpg,What color is the handbag pattern?,Pink
f525dd46.jpg,What color is the background of the phone case?,Black
f525dd46.jpg,How many pink handbags are depicted?,12
dcf9b2e1.jpg,How many cameras are visible?,3
dcf9b2e1.jpg,What shape is the phone case?,Rectangular
dcf9b2e1.jpg,What is the prominent color?,Orange
dcf9b2e1.jpg,Is the pattern abstract or geometric?,Abstract
dcf9b2e1.jpg,Where is the flash located?,Top
460ae1b2.jpg,What color are the laces?,Red
460ae1b2.jpg,How many shoes are visible?,1
460ae1b2.jpg,What shape is the toe?,Round
460ae1b2.jpg,What color is the shoe's tongue?,Blue
460ae1b2.jpg,What color is the sole?,Navy
6453b1f1.jpg,What color is the sole?,White
6453b1f1.jpg,How many shoes are shown?,1
6453b1f1.jpg,What shape are the shoelace holes?,Round
6453b1f1.jpg,What color are the laces?,Green
6453b1f1.jpg,Is the material patterned?,Yes
c1271f00.jpg,What color is the text?,Gold
c1271f00.jpg,How many words are printed on the case?,2
c1271f00.jpg,What shape is the phone case?,Rectangular
c1271f00.jpg,Is the background color lighter or darker than the text?,Darker
c1271f00.jpg,What is the top word on the case?,Girl
13aa3108.jpg,What shape are these earrings?,Crescent
13aa3108.jpg,How many diamonds are visible on each earring?,1
13aa3108.jpg,What color is the metal?,Silver
13aa3108.jpg,What is the shape of the diamond setting?,Star
13aa3108.jpg,What type of jewelry are these?,Earrings
f609ae7a.jpg,How many camera lenses are visible?,1
f609ae7a.jpg,What shape is the case?,Rectangular
f609ae7a.jpg,What color are the Punisher's eyes?,Red
f609ae7a.jpg,Is the background primarily light or dark?,Dark
f609ae7a.jpg,What is depicted on the case?,Skull
bcabd638.jpg,What shape are the depicted objects?,Round
bcabd638.jpg,How many camera lenses are visible?,1
bcabd638.jpg,What color dominates the case?,Red
bcabd638.jpg,Is the depicted item a phone or a tablet?,Phone
bcabd638.jpg,Rectangular or square is the overall shape of the case?,Rectangular
39e4fa86.jpg,How many camera lenses are visible?,3
39e4fa86.jpg,What shape is the phone case?,Rectangular
39e4fa86.jpg,What color is the power button?,Red
39e4fa86.jpg,What is depicted on the case?,Water
39e4fa86.jpg,Is the image blurred or sharp?,Sharp
4b15fa58.jpg,How many roses are visible?,2
4b15fa58.jpg,What shape are the camera cutouts?,Oval
4b15fa58.jpg,What color is the predominant background?,Red
4b15fa58.jpg,What type of item is this?,Case
4b15fa58.jpg,Are the roses above or below the camera?,Below
b636fe73.jpg,What shape are these earrings?,Oval
b636fe73.jpg,How many earrings are shown?,2
b636fe73.jpg,What color are the earrings?,Rose-gold
