image_name,question,answer,generated_answer
cc6ef330.jpg,Is the phone case rectangular?,Yes,yes
3c8965dc.jpg,What shape is the base of this organizer?,Square,square
3c8965dc.jpg,How many visible sides does this organizer have?,4,None.
3c8965dc.jpg,What color is the magazine file?,Black,black
3c8965dc.jpg,Is the front of the organizer slanted or vertical?,Slanted,Vertical
3c8965dc.jpg,What is the likely material of this organizer?,Plastic,black
f0b66da5.jpg,What color are the accent stripes?,Orange,black
f0b66da5.jpg,How many shoulder straps are visible?,2,None.
f0b66da5.jpg,What shape is the bag?,Rectangular,square
f0b66da5.jpg,What color is the main body of the backpack?,Black,black
f0b66da5.jpg,Is the top handle grey or black?,Grey,gray
a2792a81.jpg,What shape is the metal ring?,Circular,square
a2792a81.jpg,How many straps are shown rolled?,1,1
a2792a81.jpg,What color is the displayed strap?,Gray,Black
a2792a81.jpg,What color is the second strap variation shown?,Blue,Black
a2792a81.jpg,What material is the ring likely made of?,Metal,nylon
e5615b09.jpg,What color are the kitten's eyes?,Green,blue
e5615b09.jpg,How many kittens are pictured?,1,0
e5615b09.jpg,What shape is the phone case?,Rectangular,cat
e5615b09.jpg,What is covering the kitten?,Blanket,cat
e5615b09.jpg,What color is the kitten's nose?,Pink,orange
17e4cee3.jpg,What color is the microphone?,Black,Black.
17e4cee3.jpg,How many stands are visible?,1,None.
17e4cee3.jpg,What shape is the microphone's head?,Round,"""head"""
17e4cee3.jpg,Is the stand foldable?,Yes,YES!
17e4cee3.jpg,What is the microphone's primary function?,Recording,**microphone**
2d0b8b1f.jpg,What color is the background of the phone case?,Black,black
2d0b8b1f.jpg,How many people are depicted on the case?,2,Love
2d0b8b1f.jpg,What shape is the camera cutout?,Square,Cute
2d0b8b1f.jpg,Is the image printed in color or grayscale?,Grayscale,Yes.
2d0b8b1f.jpg,What is the depicted weather?,Rain,rain
4a915ffc.jpg,What color is the sole's trim?,Beige,black
4a915ffc.jpg,How many slingbacks does the shoe have?,1,none
4a915ffc.jpg,What shape is the toe?,Pointed,wedge
4a915ffc.jpg,What color is the shoe's upper?,Black,black
4a915ffc.jpg,What material is the sole's trim likely made of?,Braided,suede
6922f094.jpg,What shape is the dominant object hanging?,Cup,cup
6922f094.jpg,How many cameras are visible on the phone case?,1,1
6922f094.jpg,What color is the pencil tip?,Red,yellow
6922f094.jpg,What facial expression is on the cup?,Smiling,smile
6922f094.jpg,What is depicted on the pen?,Eiffel,love
971d2eb9.jpg,What color is the goose's beak?,Orange,white
971d2eb9.jpg,How many geese are visible?,1,goose
971d2eb9.jpg,What shape is the phone case?,Rectangular,duck
971d2eb9.jpg,What color is the goose's head?,Grey,white
971d2eb9.jpg,Is the goose's neck short or long?,Long,duck.
e7d62104.jpg,What color is the sole?,White,black
e7d62104.jpg,How many shoes are shown?,1,none.
e7d62104.jpg,What shape are the toe caps?,Round,square
e7d62104.jpg,Are the laces patterned or solid?,Solid,Solid.
e7d62104.jpg,Is the material knitted or woven?,Knitted,Knit
bfac6acc.jpg,What color are the shoes?,Camel,Beige
bfac6acc.jpg,What shape is the toe?,Pointed,wedge
bfac6acc.jpg,How many straps are visible?,1,none
bfac6acc.jpg,What material is the heel?,Wood,suede
bfac6acc.jpg,What type of heel is shown?,Block,wedge
7f06b9e9.jpg,What shape is the dominant pattern?,Heart,Heart
7f06b9e9.jpg,How many camera lenses are visible?,2,2
7f06b9e9.jpg,What color is the background?,Blue,hearts
7f06b9e9.jpg,Is the case patterned or plain?,Patterned,Yes!
7f06b9e9.jpg,What object does this case fit?,Phone,hearts
9760b07b.jpg,What color are the sofa's legs?,Brown,Grey
9760b07b.jpg,How many cushions are visible on the sofa's back?,2,None.
9760b07b.jpg,What shape are the armrests?,Rectangular,Rectangular.
9760b07b.jpg,Is the sofa patterned or solid?,Patterned,Solid
9760b07b.jpg,What is the sofa's primary color?,Grey,gray
8b7adb8a.jpg,What shape is the phone case?,Rectangular,wood
8b7adb8a.jpg,How many horizontal metal pieces are visible?,2,0
8b7adb8a.jpg,What color is the predominant wood?,Grey,Wood
8b7adb8a.jpg,Is the camera cutout circular or square?,Square,Circular
8b7adb8a.jpg,What material is depicted on the case?,Wood,wood
6d8fddd3.jpg,How many birds are shown?,2,2
6d8fddd3.jpg,What shape is the phone case?,Rectangular,Cute
6d8fddd3.jpg,What color are the birds' beaks?,Red,Black
6d8fddd3.jpg,What is at the bottom of the case?,Speaker,Love
6d8fddd3.jpg,What color are the birds' crests?,Yellow,Black
9adc7867.jpg,What is the shape of the bottle?,Rounded,round
9adc7867.jpg,How many pumps are visible on the bottle?,1,1
9adc7867.jpg,What color is the pump?,White,green
9adc7867.jpg,What is the brand of the lotion?,365,365
9adc7867.jpg,What is the product?,Lotion,body
d9a988b4.jpg,What color is the background?,Red,Red
d9a988b4.jpg,How many butterflies are visible?,1,None.
d9a988b4.jpg,What shape is the phone case?,Rectangular,Butterfly
d9a988b4.jpg,What color is the butterfly?,Blue,Red
d9a988b4.jpg,Is the background pattern smooth or wrinkled?,Wrinkled,Smooth.
b387129a.jpg,How many cameras are visible on the back of the phone case?,1,0
b387129a.jpg,What shape is the camera lens?,Oval,Rectangle
b387129a.jpg,What color is the stripe above the pink section?,Blue,Pink
b387129a.jpg,Is the pattern on the case textured or smooth?,Textured,Smooth
b387129a.jpg,What color is the top portion of the case?,Beige,Pink
576ff379.jpg,What shape are the rainbows?,Arched,unicorns
576ff379.jpg,How many unicorns are visible on the front of the case?,4,unicorn
576ff379.jpg,What color is the background of the phone case?,Black,rainbow
576ff379.jpg,What shape are the stars?,Five-pointed,unicorns
576ff379.jpg,What mythical creature is depicted?,Unicorn,unicorns
3595924e.jpg,What color is the logo?,Black,black
3595924e.jpg,How many words are visible?,2,none.
3595924e.jpg,What shape is the smile underneath the text?,Arrow,amazon
3595924e.jpg,Is the text uppercase or lowercase?,Lowercase,amazon
3595924e.jpg,What is the brand name?,AmazonBasics,amazon
18aa2025.jpg,What color is the dog?,White,white
18aa2025.jpg,How many dogs are pictured?,1,MALMUTE
18aa2025.jpg,What shape is the camera cutout?,Oval,dog
18aa2025.jpg,Is the dog sitting or standing?,Sitting,Standing
18aa2025.jpg,What color is the grass?,Green,white
eeabc995.jpg,How many camera lenses are visible?,3,1
eeabc995.jpg,What shape are the camera cutouts?,Circular,square
eeabc995.jpg,What color is the prominent background?,Blue,blue
eeabc995.jpg,Are there trees depicted?,Yes,yes
eeabc995.jpg,Rectangular or square?,Rectangular,rectangle
24b0048d.jpg,What shape is the central stone?,Round,triangle
24b0048d.jpg,How many prongs hold the stone?,4,none
24b0048d.jpg,What color is the band?,Gold,yellow
24b0048d.jpg,Is the band thick or thin?,Thin,Thick.
24b0048d.jpg,How many stones are visible?,1,none
2033b323.jpg,What shape is the heater?,Oval,square
2033b323.jpg,How many power indicator lights are visible?,1,1
2033b323.jpg,What color is the heater?,Black,black
2033b323.jpg,Is the front of the heater concave or convex?,Convex,conical
2033b323.jpg,What is the brand of this heater?,AmazonBasics,hoover
7a0e234d.jpg,What shape is the phone case?,Rectangular,happy
7a0e234d.jpg,How many hearts are visible?,1,None.
7a0e234d.jpg,What color is the dominant text?,Gold,gold
7a0e234d.jpg,What color is the background?,Black,Gold
7a0e234d.jpg,What shape is the red graphic?,Heart,heart
e8fdc72e.jpg,What color is the background of the phone case?,Black,black
e8fdc72e.jpg,How many cups are visible in the design?,4,3
e8fdc72e.jpg,What shape is the phone case?,Rectangular,error
e8fdc72e.jpg,Is the design printed or embossed?,Printed,Yes
e8fdc72e.jpg,What is depicted on the case?,Teapot,Coffee
dc894356.jpg,How many exit signs are shown?,6,4
dc894356.jpg,What color is the lettering?,Red,red
dc894356.jpg,What shape are the signs?,Rectangular,exit
dc894356.jpg,What word is displayed on the signs?,EXIT,exit
dc894356.jpg,Are the arrows pointing left or right?,Left,exit
b24edd84.jpg,What shape are the individual links?,Rectangular,square
b24edd84.jpg,Is the chain's overall shape circular or linear?,Circular,Circular
b24edd84.jpg,How many chains are visible?,1,none
b24edd84.jpg,What color is the chain?,Silver,silver
b24edd84.jpg,Is the chain textured or smooth?,Textured,Smooth
5e39c9d0.jpg,How many moons are visible?,2,moon
5e39c9d0.jpg,What shape is the phone case?,Rectangular,moon
5e39c9d0.jpg,What color dominates the image?,Blue,blue
5e39c9d0.jpg,Is the camera centered?,Yes,Yes.
5e39c9d0.jpg,What is depicted in the image?,Moon,moon
3b271e72.jpg,What shape is the mat?,Rectangular,Rectangle
3b271e72.jpg,What color is the mat?,Black,black
3b271e72.jpg,Is the mat patterned or plain?,Patterned,Plain
3b271e72.jpg,How many distinct border lines are visible around the mat's edge?,1,None.
3b271e72.jpg,Is the mat textured or smooth?,Textured,Smooth
4544a0b2.jpg,What color is the sofa's back?,Red,red
4544a0b2.jpg,How many cushions are visible on the sofa?,0,none
4544a0b2.jpg,What shape is the sofa's overall structure?,Rectangular,"""Sofa"
4544a0b2.jpg,What is the predominant color of the sofa's base?,Black,red
4544a0b2.jpg,Is the sofa's back textured or smooth?,Smooth,Smooth.
c1cab3e9.jpg,What is the dominant color of the rug?,Cream,Beige
c1cab3e9.jpg,What shape are the smaller details within the pattern?,Diamonds,square
c1cab3e9.jpg,How many distinct colors are primarily used in the rug's design?,2,Beige
c1cab3e9.jpg,"Is the rug's pattern striped, geometric, or floral?",Geometric,yes
c1cab3e9.jpg,What material is this rug made of?,Wool,wool
7bebf5ce.jpg,What color is the main pattern on the slipper?,Green,green
7bebf5ce.jpg,What shape is the toe of the slipper?,Round,square
7bebf5ce.jpg,What material appears to line the inside of the slipper?,Fur,plaid
7bebf5ce.jpg,How many slippers are shown in the image?,1,1
7bebf5ce.jpg,What pattern is on the upper part of the slipper?,Plaid,tartan
ee7e3e82.jpg,What color are these sheets?,Blue,navy
ee7e3e82.jpg,How many separate pieces are shown?,3,4
ee7e3e82.jpg,What shape is the folded top piece?,Rectangular,triangle
ee7e3e82.jpg,Is the pattern striped or polka-dotted?,Striped,POLKA
ee7e3e82.jpg,What is the condition of the product?,Renewed,NEW!
5a072d50.jpg,How many joysticks are depicted on the phone case?,1,0
5a072d50.jpg,What shape is the camera cutout?,Oval,Square
5a072d50.jpg,What color is the game controller?,Black,Black
5a072d50.jpg,Rectangular or square?,Rectangular,Square
5a072d50.jpg,Plastic or metal?,Plastic,Metal
28667f4d.jpg,What color is the dial's central button?,Red,black
28667f4d.jpg,How many display screens are visible?,1,none
28667f4d.jpg,What shape are the jaws of the clamp?,Circular,square
28667f4d.jpg,What color is the main body of the device?,Gray,black
28667f4d.jpg,Is the clamp open or closed?,Open,clamped
50a0fe96.jpg,What color is the background of the phone case?,Black,black
50a0fe96.jpg,How many camera cutouts are visible?,1,0
50a0fe96.jpg,What shape are the depicted leaves?,Teardrop,Leaves
50a0fe96.jpg,Is the floral pattern symmetrical?,No,yes
50a0fe96.jpg,What color are the flowers/leaves?,White,black
1822139f.jpg,What color is the chair cover?,Black,Black
1822139f.jpg,How many chair covers are shown?,1,1
1822139f.jpg,What is the shape of the chair back?,Rectangular,Rectangle
1822139f.jpg,Are the chair legs metal or wood?,Wood,black
1822139f.jpg,Is the cover patterned or plain?,Plain,black
bc73a791.jpg,What color is the shoe's main body?,Pink,pink
bc73a791.jpg,How many ankle straps does the shoe have?,1,none
bc73a791.jpg,What shape is the toe?,Round,wedge
bc73a791.jpg,Is the heel flat or wedged?,Wedged,Wedge
bc73a791.jpg,What material is the wedge likely made of?,Espadrille,WOOD
c172924a.jpg,How many tampon boxes are visible?,4,none
c172924a.jpg,What color are the pads?,Blue,yellow
c172924a.jpg,What shape are the tampon boxes?,Square,triangle
c172924a.jpg,What brand are these products?,Solimo,person
c172924a.jpg,Are there more tampon boxes or pad packs?,Equal,pads
5356e426.jpg,How many connectors are shown?,2,2
5356e426.jpg,What color is the middle band?,Grey,black
5356e426.jpg,What shape is the connector's end?,Round,round.
5356e426.jpg,"Is the word ""STOP"" visible?",Yes,YES!
5356e426.jpg,What color is the internal connector piece?,Black,black
e004dec3.jpg,What shape is this bathmat?,Rectangular,Orange
e004dec3.jpg,What color is the mat?,Orange,Orange
e004dec3.jpg,How many corners does the mat have?,4,None.
e004dec3.jpg,Is the mat folded or flat?,Folded,FOLDED
e004dec3.jpg,What texture does the mat appear to have?,Plush,Orange
54677e2a.jpg,How many camera cutouts are visible?,1,None.
54677e2a.jpg,What shape is the phone case?,Rectangular,wood
54677e2a.jpg,Which color is most prominent besides green?,Orange,Orange
54677e2a.jpg,What is the main visual pattern?,Stripes,stripes
54677e2a.jpg,Is the texture smooth or rough?,Rough,Rough
ae7e798a.jpg,What shape are the cat's eyes?,Round,Cute
ae7e798a.jpg,What color is the cat's bow?,Pink,pink
ae7e798a.jpg,How many paws are visible?,2,kitty
ae7e798a.jpg,Rectangular or square?,Rectangular,cute
ae7e798a.jpg,What color is the background?,Pink,white
8dc30f1b.jpg,What shape is the camera cutout?,Diamond,square
8dc30f1b.jpg,How many cameras are visible?,3,2
8dc30f1b.jpg,What color is the ribbon?,Red,red
8dc30f1b.jpg,What shape are the scattered graphics?,Hearts,heart
8dc30f1b.jpg,Is the background pattern striped or spotted?,Spotted,Yes
01612f17.jpg,What color are the shoes?,Black,Black
01612f17.jpg,How many shoes are shown?,1,None.
01612f17.jpg,What is the shape of the toe?,Rounded,square.
01612f17.jpg,What is the closure type of the shoe?,Lace-up,laces
01612f17.jpg,Are the shoes patterned?,No,No.
22ca03f0.jpg,What shape is the phone case?,Rectangular,Pen
22ca03f0.jpg,How many pencils are visible?,7,0
22ca03f0.jpg,What color dominates the background?,Orange,blue
22ca03f0.jpg,What material are the depicted objects likely made of?,Wood,Plastic
22ca03f0.jpg,Is the container transparent?,Yes,Yes
d708e30b.jpg,What color are the bears?,Green,green
d708e30b.jpg,How many camera lenses are visible?,3,none.
d708e30b.jpg,What shape are the paw prints?,Oval,bear
d708e30b.jpg,What word is printed on the case?,BEAR,bear
d708e30b.jpg,What color are the hearts?,Pink,green
ef1f0bb7.jpg,What shape is the camera cutout?,Square,Orange
ef1f0bb7.jpg,How many camera lenses are visible?,1,0
ef1f0bb7.jpg,What fruit is depicted?,Orange,Orange
ef1f0bb7.jpg,What color is the predominant fruit?,Orange,Orange
ef1f0bb7.jpg,Is the image blurry or sharp?,Sharp,blurred
87c11ce5.jpg,How many pillows are shown?,4,4
87c11ce5.jpg,What shape are the pillows?,Square,Rectangle
87c11ce5.jpg,What color are the pillows?,White,White
87c11ce5.jpg,Are the pillows patterned or plain?,Plain,Plain
87c11ce5.jpg,Do the pillows appear soft or hard?,Soft,Soft
5ec1a081.jpg,What is the brand name?,HappyBelly,happy
5ec1a081.jpg,What color is the lid?,Black,Rosemary
5ec1a081.jpg,What shape is the container?,Cylindrical,Rosemary
5ec1a081.jpg,How many ounces are in the container?,1,Rosemary
5ec1a081.jpg,Is the rosemary dried?,Yes,YES!
892a9811.jpg,What color is the pitcher?,Clear,clear
892a9811.jpg,What shape is the handle?,Curved,Jug
892a9811.jpg,How many spouts does the pitcher have?,1,1
892a9811.jpg,Is the pitcher's body cylindrical or square?,Cylindrical,no.
892a9811.jpg,What material does the pitcher appear to be made of?,Plastic,plastic
bf5dd17d.jpg,What color is the dominant background of the phone case?,Black,black
bf5dd17d.jpg,How many people are depicted on the case?,2,love
bf5dd17d.jpg,What shape are the rain drops?,Vertical,love
bf5dd17d.jpg,What is the logo visible on the case?,Motorola,love
bf5dd17d.jpg,Is the image on the case colorful or monochrome?,Monochrome,color
592f0540.jpg,What shape are the individual design elements?,Rectangular,Stone
592f0540.jpg,How many camera cutouts are visible?,1,0
592f0540.jpg,What color is the predominant shade on the case?,Brown,Brown
592f0540.jpg,Is the surface depicted smooth or rough?,Rough,Rough
592f0540.jpg,What type of product is shown?,Case,Stone
0b293366.jpg,What color is the phone case's background?,Blue,blue
0b293366.jpg,How many camera lenses are visible?,2,0
0b293366.jpg,What shape is the phone case?,Rectangular,cute
0b293366.jpg,Is the pattern on the case simple or complex?,Complex,Complex
0b293366.jpg,What is at the bottom edge of the case?,Animals,cute
fe800cc7.jpg,What color is the main part of the shoe?,Blue,blue
fe800cc7.jpg,How many shoes are shown?,1,0
fe800cc7.jpg,What shape is the toe?,Round,round.
fe800cc7.jpg,What material does the upper appear to be made of?,Mesh,nylon
fe800cc7.jpg,What color is the sole of the shoe?,Grey,blue
348f1e29.jpg,How many camera lenses are visible?,3,all
348f1e29.jpg,What word is printed on the case?,ALONE,alone
348f1e29.jpg,What color are the leaves on the trees?,Green,alone
348f1e29.jpg,What shape are the rails?,Straight,alone
348f1e29.jpg,What is the primary color of the phone case's border?,White,green
bc6c90f0.jpg,What shape are the depicted objects?,Cylindrical,CIRCLES
bc6c90f0.jpg,How many camera lenses are visible?,1,2
bc6c90f0.jpg,What color predominates?,Green,green
bc6c90f0.jpg,Is the flash above or below the camera lens?,Below,Above
bc6c90f0.jpg,What type of device is shown?,Phone,phone
6d6a9bcb.jpg,What color are the prominent flowers?,Red,red
6d6a9bcb.jpg,How many camera lenses are visible?,1,2
6d6a9bcb.jpg,What shape is the phone case?,Rectangular,Rose
6d6a9bcb.jpg,Is the background light or dark?,Dark,black
6d6a9bcb.jpg,What is the dominant floral type?,Roses,red
3ddde0b7.jpg,How many finials are visible on the fence section?,5,None.
3ddde0b7.jpg,What shape are the top sections of the fence?,Arched,Rectangular
3ddde0b7.jpg,What material does the fence appear to be made of?,Metal,metal
3ddde0b7.jpg,Are there more or fewer than 10 vertical bars on the fence section?,Fewer,No.
3ddde0b7.jpg,What is the dominant color of the fence?,Black,black
36a51d54.jpg,How many camera lenses are visible?,1,2
36a51d54.jpg,What shape is the phone case?,Rectangular,abstract
36a51d54.jpg,Is the pattern abstract or geometric?,Abstract,Abstract
36a51d54.jpg,What color is most prominent?,Orange,Colorful
36a51d54.jpg,Where is the speaker located?,Top,Speaker
197aa6c0.jpg,What shape are the eyes?,Circular,smiley
197aa6c0.jpg,How many eyes are visible?,2,smiley
197aa6c0.jpg,What color is the background?,Blue,blue
197aa6c0.jpg,What shape is the phone case?,Rectangular,smiley
197aa6c0.jpg,What expression does the face convey?,Happy,Smiley
68b38c8f.jpg,What color are these shoes?,Black,black
68b38c8f.jpg,How many shoes are shown?,1,none
68b38c8f.jpg,What shape is the toe?,Pointed,pointy
68b38c8f.jpg,Are these heels high or low?,Low,High
68b38c8f.jpg,What material do these shoes appear to be made of?,Suede,suede
322706d5.jpg,What color are the roses?,Red,red
322706d5.jpg,How many roses are depicted?,2,3
322706d5.jpg,What shape is the camera cutout?,Circular,Rectangle
322706d5.jpg,What is the dominant background color?,Red,Red
322706d5.jpg,Is the case rectangular?,Yes,Yes
37bfcf66.jpg,What color is the background of the phone case?,Pink,pink
37bfcf66.jpg,How many lipsticks are visible?,2,Lipstick
37bfcf66.jpg,What shape is the compact?,Square,cute
37bfcf66.jpg,"What word is written above ""Queen""?",Makeup,Makeup
37bfcf66.jpg,What object is below the lipstick and to the right of the compact?,Blush,makeup
f8404275.jpg,How many colors of metal are visible?,3,3
f8404275.jpg,What shape are the beads?,Round,round
f8404275.jpg,What is the bracelet's primary material?,Gold,silver
f8404275.jpg,Is the clasp rectangular?,Yes,Yes
f8404275.jpg,What pattern is on the beads?,Textured,Diamonds
e87d0386.jpg,What color is the adapter?,White,white
e87d0386.jpg,How many ports are visible on the large square section?,3,"""none"""
e87d0386.jpg,What shape is the main body of the adapter?,Square,"""square"""
e87d0386.jpg,What brand is printed on the adapter?,AmazonBasics,Amazon
e87d0386.jpg,Is the cable straight or coiled?,Curved,**coil**
2954bd97.jpg,What shape is the camera cutout?,Oval,star
2954bd97.jpg,What color is the background?,Black,black
2954bd97.jpg,How many camera cutouts are visible?,1,0
2954bd97.jpg,What shape are the repeated design elements?,Stars,stars
2954bd97.jpg,Is the case patterned or plain?,Patterned,Plain
a0845cab.jpg,How many lightbulbs are shown?,16,12
a0845cab.jpg,What shape are the bulbs?,Round,round
a0845cab.jpg,What color are the bulbs?,White,white
a0845cab.jpg,What is the base material of the bulbs?,Metal,aluminum
a0845cab.jpg,Are the bulbs frosted or clear?,Frosted,Clear
5e3803c3.jpg,What shape are the balloons?,Heart,love
5e3803c3.jpg,How many people are pictured?,2,love
5e3803c3.jpg,What color is the bucket?,Brown,love
5e3803c3.jpg,What color is the background of the case?,Black,pink
5e3803c3.jpg,What is the primary color of the depicted balloons?,Pink,pink
a25e8138.jpg,How many frames are visible?,2,None
a25e8138.jpg,What color is the phone booth?,Red,rustic
a25e8138.jpg,What shape are the frames?,Rectangle,Rectangle
a25e8138.jpg,What color are the frames?,Brown,rustic
a25e8138.jpg,Are the frames vertical or horizontal?,Vertical,Horizontal
27e343ad.jpg,How many digits are on the keypad?,10,4
27e343ad.jpg,What shape is the thumb-turn?,Oval,square.
27e343ad.jpg,Silver,Metallic,smart
27e343ad.jpg,Rectangular,Keypad,smart
27e343ad.jpg,What is below the number 0?,Lock,door
5adea399.jpg,How many panels are shown?,2,3
5adea399.jpg,What shape are the grommets?,Circular,Rectangle
5adea399.jpg,What color are the curtains?,Pink,lavender
5adea399.jpg,Are the curtains patterned or solid?,Solid,Solid
5adea399.jpg,How many grommets are visible on each panel?,8,1
47e4e89c.jpg,How many hearts are visible?,1,0
47e4e89c.jpg,What shape is the yin-yang symbol?,Circular,circle
47e4e89c.jpg,What color is the heart?,Red,black
47e4e89c.jpg,Rectangular or square?,Rectangular,rectangle
47e4e89c.jpg,Plastic or metal?,Plastic,Metal
1314db2f.jpg,How many shelves does the cart have?,3,3
1314db2f.jpg,What color is the frame?,Black,rustic
1314db2f.jpg,What shape are the shelves?,Rectangular,Rectangular
1314db2f.jpg,What material are the wheels?,Metal,rustic
1314db2f.jpg,Is the top shelf higher than the bottom shelf?,Yes,yes
9bf50eeb.jpg,What color is the cable?,White,white
9bf50eeb.jpg,How many clips are shown?,20,1
9bf50eeb.jpg,What shape is the coiled cable?,Circular,round
9bf50eeb.jpg,Is the cable straight or coiled?,Coiled,Straight.
9bf50eeb.jpg,What material are the clips likely made of?,Plastic,plastic
0554bbf7.jpg,How many cameras are visible?,1,2
0554bbf7.jpg,What shape is the phone case?,Rectangular,abstract
0554bbf7.jpg,Which color is most prominent?,Multicolored,red
0554bbf7.jpg,Is the power button above or below the volume buttons?,Below,Above
0554bbf7.jpg,"Is the pattern striped, spotted or abstract?",Abstract,Abstract
6dee429d.jpg,What shape is the moon?,Crescent,Moon
6dee429d.jpg,How many people are depicted?,2,One.
6dee429d.jpg,What color is the boy's shirt?,Blue,Blue.
6dee429d.jpg,What color are the girl's stripes?,Red,Red.
6dee429d.jpg,What is the case for?,Phone,Love
ef8add33.jpg,How many hinges are shown?,2,2
ef8add33.jpg,What color are the hinges?,Bronze,bronze
ef8add33.jpg,What shape are the screw holes?,Oval,square
ef8add33.jpg,How many screws are included?,8,2
ef8add33.jpg,Are the hinges metallic?,Yes,yes
84615c2e.jpg,What color is the toe cap?,White,Black
84615c2e.jpg,How many colors are visible on the shoe?,2,None.
84615c2e.jpg,What shape is the toe?,Rounded,Cushion
84615c2e.jpg,Are the shoes laced?,No,No.
84615c2e.jpg,What color is the tongue of the shoe?,Black,black
e746bc3b.jpg,What color is the sole?,White,brown
e746bc3b.jpg,How many eyelets are visible on each shoe?,4,None.
e746bc3b.jpg,What shape is the toe?,Rounded,boat
e746bc3b.jpg,What color are the laces?,Brown,brown
e746bc3b.jpg,Are the shoes laced?,Yes,yes
495f0bec.jpg,What color are these boots?,Black,black
495f0bec.jpg,How many boots are shown?,1,none
495f0bec.jpg,Are the heels blocky or stiletto?,Blocky,heel
495f0bec.jpg,What shape is the toe?,Rounded,boot
495f0bec.jpg,Is the material smooth or textured?,Textured,Smooth
15bdc8c9.jpg,What shape is the phone case?,Rectangular,triangle
15bdc8c9.jpg,How many cameras are visible?,1,2
15bdc8c9.jpg,What color is the prominent stripe?,Grey,Blue
15bdc8c9.jpg,Is the case patterned or plain?,Patterned,Plain.
15bdc8c9.jpg,What color is the background of the case?,Blue,Blue
0b7c06f5.jpg,How many front pockets are visible?,1,None.
0b7c06f5.jpg,What color is the top handle?,Black,red
0b7c06f5.jpg,What shape is the backpack?,Rectangular,Rectangle
0b7c06f5.jpg,What color is the main body of the backpack?,Red,red
0b7c06f5.jpg,Are the zippers black?,Yes,YES!
075e5493.jpg,What color are the shoes?,Black,black
075e5493.jpg,How many shoes are shown?,1,0
075e5493.jpg,What shape is the toe?,Round,round
075e5493.jpg,Are the laces flat or round?,Flat,Round
075e5493.jpg,Is the material textured or smooth?,Textured,Smooth
4966b2ca.jpg,What letter is prominent?,H,Initials
4966b2ca.jpg,How many cameras are visible?,1,None.
4966b2ca.jpg,What color is the design?,Gold,Gold
4966b2ca.jpg,What shape is the phone case?,Rectangular,Monogram
4966b2ca.jpg,Is the background plain or patterned?,Plain,Yes.
17e5c46c.jpg,What shape are the balloons?,Heart,heart
17e5c46c.jpg,How many people are in the hot air balloon basket?,2,Love!
17e5c46c.jpg,What color is the basket?,Pink,Love
17e5c46c.jpg,What color is the background of the phone case?,Black,pink
17e5c46c.jpg,What is the dominant color of the splatters surrounding the basket?,Pink,pink
f5190908.jpg,What shape are the camera and flash openings?,Oval,square
f5190908.jpg,How many eye sockets are visible on the skull?,2,0
f5190908.jpg,What color is the skull's teeth?,White,red
f5190908.jpg,Is the background primarily light or dark?,Dark,black
f5190908.jpg,What shape is the phone case?,Rectangular,skull
76cdd347.jpg,What color is the background of the phone case?,Red,red
76cdd347.jpg,How many cameras are visible on the back?,1,0
76cdd347.jpg,What shape is the phone case?,Rectangular,no
76cdd347.jpg,What word is prominently displayed?,NO,no
76cdd347.jpg,What is at the bottom front of the case?,Speaker,no
ce859638.jpg,What color is the background?,Blue,Blue
ce859638.jpg,How many camera cutouts are visible?,1,None.
ce859638.jpg,What shape is the phone case?,Rectangular,Blue
ce859638.jpg,Which arm is the figure raising?,Right,Arm.
ce859638.jpg,What is the depicted character wearing on its head?,Cylinder,Ape
8e43d3a8.jpg,How many mugs are shown?,4,4
8e43d3a8.jpg,What color are the mugs?,Green,green
8e43d3a8.jpg,What shape are the handles?,Round,Leaf.
8e43d3a8.jpg,What vegetable inspires the mug design?,Cabbage,cabbage
8e43d3a8.jpg,Are the mugs smooth or textured?,Textured,Smooth.
c1558e7c.jpg,What letter is prominent on the case?,Q,q
c1558e7c.jpg,How many camera lenses are visible?,3,3
c1558e7c.jpg,What color is the letter?,Black,Blue
c1558e7c.jpg,Is the case rectangular or circular?,Rectangular,Rectangular
c1558e7c.jpg,What material does the patch resemble?,Denim,denim
8f174873.jpg,What shape is the bulb?,Round,round
8f174873.jpg,How many bulbs are shown?,1,4
8f174873.jpg,What color is the base?,Silver,white
8f174873.jpg,Is the bulb's surface smooth or textured?,Smooth,yes
8f174873.jpg,What is the bulb's brand?,AmazonBasics,amazon
1fe197a3.jpg,What color is the cat tree?,Beige,Beige
1fe197a3.jpg,How many platforms does the cat tree have?,3,3
1fe197a3.jpg,What shape is the top platform?,Square,Square
1fe197a3.jpg,Is the ramp slanted or horizontal?,Slanted,Horizontal
1fe197a3.jpg,What is the enclosed area on the second level called?,Cave,cat
b427b82d.jpg,What shape is the frame?,Rectangular,Rectangle
b427b82d.jpg,How many leaves are depicted in the sample photo?,3,5
b427b82d.jpg,What color are the depicted leaves?,Green,brown
b427b82d.jpg,What material does the frame appear to be made of?,Wood,wood
b427b82d.jpg,Is the matting inside the frame textured?,Yes,yes
e1a916a3.jpg,What color are the shoelaces?,Blue,blue
e1a916a3.jpg,How many shoes are shown?,1,1
e1a916a3.jpg,What shape is the white logo?,Triangle,square
e1a916a3.jpg,What color is the sole?,Grey,blue
e1a916a3.jpg,Are the shoes patterned?,Yes,yes
